Close Last Trade Day,Price,Units,Implied Values,Date
"NYMEX Natural Gas: March, 2019",2.64,USD/MMBTU,,2019-02-12
"NYMEX Natural Gas: April, 2019",2.66,USD/MMBTU,,2019-02-12
"NYMEX Natural Gas: May, 2019",2.69,USD/MMBTU,,2019-02-12
"NYMEX Natural Gas: June, 2019",2.74,USD/MMBTU,,2019-02-12
Spectra - Station 2,2.98,CAD/GJ,,2019-02-12
AECO/NGX Spot Price - Settlement,2.96,CAD/GJ,,2019-02-12
AECO/NGX Spot Price - Same Day Volume,1610.9,TJ,,2019-02-12
"AECO/NGX Near-Month: March, 2019",1.83,CAD/GJ,,2019-02-12
NYMEX Today @ 10:00 AM MST,,,,2019-02-12
"WTI March, 2019 Contract",53.79,USD/BBL,,2019-02-12
Near-Month Gas Contract,2.69,USD/MMBTU,,2019-02-12
Daily Average US Exchange Rate,1.33,,,2019-02-12
 Expressed as a basis to WTI,,,,2019-02-12
"NYMEX-WTI: March, 2019",52.72,USD/BBL,,2019-02-11
"NYMEX-WTI: April, 2019",53.09,USD/BBL,,2019-02-11
"NYMEX-WTI: May, 2019",53.55,USD/BBL,,2019-02-11
"NYMEX-WTI: June, 2019",54.02,USD/BBL,,2019-02-11
NYMEX-WTI Year Ago Current Month Contract,61.15,USD/BBL,,2019-02-11
"Net Energy Sweet Closing Price: March, 2019",-3.6,USD/BBL,49.12,2019-02-11
"Net Energy SSP Closing Price: March, 2019",0.0,USD/BBL,52.72,2019-02-11
"Net Energy WCS Closing Price: March, 2019",-11.45,USD/BBL,41.27,2019-02-11
"Net Energy/NYMEX WCC Closing Price: March, 2019",-10.32,USD/BBL,42.4,2019-02-11
Canadian Crude Index,38.94,USD/BBL,,2019-02-11
West Texas Intermediate Cash,52.72,USD/BBL,,2019-02-11
North Sea Brent Blend,62.1,USD/BBL,,2019-02-11
OPEC Basket Price,61.37,USD/BBL,,2019-02-11
"NYMEX Natural Gas: March, 2019",2.58,USD/MMBTU,,2019-02-11
"NYMEX Natural Gas: April, 2019",2.6,USD/MMBTU,,2019-02-11
"NYMEX Natural Gas: May, 2019",2.63,USD/MMBTU,,2019-02-11
"NYMEX Natural Gas: June, 2019",2.69,USD/MMBTU,,2019-02-11
Spectra - Station 2,2.0,CAD/GJ,,2019-02-11
AECO/NGX Spot Price - Settlement,3.14,CAD/GJ,,2019-02-11
AECO/NGX Spot Price - Same Day Volume,777.4,TJ,,2019-02-11
"AECO/NGX Near-Month: March, 2019",1.83,CAD/GJ,,2019-02-11
NYMEX Today @ 10:00 AM MST,,,,2019-02-11
"WTI March, 2019 Contract",51.73,USD/BBL,,2019-02-11
Near-Month Gas Contract,2.68,USD/MMBTU,,2019-02-11
Daily Average US Exchange Rate,1.33,,,2019-02-11
 Expressed as a basis to WTI,,,,2019-02-11
"NYMEX-WTI: March, 2019",52.64,USD/BBL,,2019-02-08
"NYMEX-WTI: April, 2019",53.0,USD/BBL,,2019-02-08
"NYMEX-WTI: May, 2019",53.45,USD/BBL,,2019-02-08
"NYMEX-WTI: June, 2019",53.93,USD/BBL,,2019-02-08
NYMEX-WTI Year Ago Current Month Contract,61.79,USD/BBL,,2019-02-08
"Net Energy Sweet Closing Price: March, 2019",-3.6,USD/BBL,49.04,2019-02-08
"Net Energy SSP Closing Price: March, 2019",0.15,USD/BBL,52.79,2019-02-08
"Net Energy WCS Closing Price: March, 2019",-10.25,USD/BBL,42.39,2019-02-08
"Net Energy/NYMEX WCC Closing Price: March, 2019",-9.86,USD/BBL,42.78,2019-02-08
Canadian Crude Index,39.22,USD/BBL,,2019-02-08
West Texas Intermediate Cash,52.63,USD/BBL,,2019-02-08
North Sea Brent Blend,61.63,USD/BBL,,2019-02-08
OPEC Basket Price,61.57,USD/BBL,,2019-02-08
"NYMEX Natural Gas: March, 2019",52.64,USD/MMBTU,,2019-02-08
"NYMEX Natural Gas: April, 2019",53.0,USD/MMBTU,,2019-02-08
"NYMEX Natural Gas: May, 2019",53.45,USD/MMBTU,,2019-02-08
"NYMEX Natural Gas: June, 2019",53.93,USD/MMBTU,,2019-02-08
Spectra - Station 2,1.79,CAD/GJ,,2019-02-08
AECO/NGX Spot Price - Settlement,3.07,CAD/GJ,,2019-02-08
AECO/NGX Spot Price - Same Day Volume,2162.2,TJ,,2019-02-08
"AECO/NGX Near-Month: March, 2019",1.78,CAD/GJ,,2019-02-08
NYMEX Today @ 10:00 AM MST,,,,2019-02-08
"WTI March, 2019 Contract",52.6,USD/BBL,,2019-02-08
Near-Month Gas Contract,2.57,USD/MMBTU,,2019-02-08
Daily Average US Exchange Rate,1.33,,,2019-02-08
 Expressed as a basis to WTI,,,,2019-02-08
"NYMEX-WTI: March, 2019",54.01,USD/BBL,,2019-02-07
"NYMEX-WTI: April, 2019",54.34,USD/BBL,,2019-02-07
"NYMEX-WTI: May, 2019",54.8,USD/BBL,,2019-02-07
"NYMEX-WTI: June, 2019",55.28,USD/BBL,,2019-02-07
NYMEX-WTI Year Ago Current Month Contract,63.39,USD/BBL,,2019-02-07
"Net Energy Sweet Closing Price: March, 2019",-3.55,USD/BBL,50.46,2019-02-07
"Net Energy SSP Closing Price: March, 2019",0.1,USD/BBL,54.11,2019-02-07
"Net Energy WCS Closing Price: March, 2019",-10.0,USD/BBL,44.01,2019-02-07
"Net Energy/NYMEX WCC Closing Price: March, 2019",-9.48,USD/BBL,44.53,2019-02-07
Canadian Crude Index,41.4,USD/BBL,,2019-02-07
West Texas Intermediate Cash,53.89,USD/BBL,,2019-02-07
North Sea Brent Blend,62.69,USD/BBL,,2019-02-07
OPEC Basket Price,62.3,USD/BBL,,2019-02-07
"NYMEX Natural Gas: March, 2019",2.66,USD/MMBTU,,2019-02-07
"NYMEX Natural Gas: April, 2019",2.66,USD/MMBTU,,2019-02-07
"NYMEX Natural Gas: May, 2019",2.67,USD/MMBTU,,2019-02-07
"NYMEX Natural Gas: June, 2019",2.72,USD/MMBTU,,2019-02-07
Spectra - Station 2,1.72,CAD/GJ,,2019-02-07
AECO/NGX Spot Price - Settlement,2.67,CAD/GJ,,2019-02-07
AECO/NGX Spot Price - Same Day Volume,1821.8,TJ,,2019-02-07
